

Microchip MPLAB XC8 Assembler V2.10 build 88905656 
                                                                                               Thu Feb 27 14:58:14 2020

Microchip MPLAB XC8 C Compiler v2.10 (Free license) build 20190730164152 Og1 
     1                           	processor	16F887
     2                           	opt	pw 120
     3                           	opt	flic
     4                           	psect	cinit,global,class=CODE,merge=1,delta=2
     5                           	psect	bssCOMMON,global,class=COMMON,space=1,delta=1
     6                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1
     7                           	psect	maintext,global,class=CODE,split=1,delta=2
     8                           	psect	text1,local,class=CODE,merge=1,delta=2
     9                           	psect	text2,local,class=CODE,merge=1,delta=2
    10                           	psect	text3,local,class=CODE,merge=1,delta=2
    11                           	psect	text4,local,class=CODE,merge=1,delta=2
    12                           	psect	text5,local,class=CODE,merge=1,delta=2
    13                           	psect	intentry,global,class=CODE,delta=2
    14                           	dabs	1,0x7E,2
    15  0000                     
    16                           ; Version 2.10
    17                           ; Generated 31/07/2019 GMT
    18                           ; 
    19                           ; Copyright © 2019, Microchip Technology Inc. and its subsidiaries ("Microchip")
    20                           ; All rights reserved.
    21                           ; 
    22                           ; This software is developed by Microchip Technology Inc. and its subsidiaries ("Microch
      +                          ip").
    23                           ; 
    24                           ; Redistribution and use in source and binary forms, with or without modification, are
    25                           ; permitted provided that the following conditions are met:
    26                           ; 
    27                           ;     1. Redistributions of source code must retain the above copyright notice, this lis
      +                          t of
    28                           ;        conditions and the following disclaimer.
    29                           ; 
    30                           ;     2. Redistributions in binary form must reproduce the above copyright notice, this 
      +                          list
    31                           ;        of conditions and the following disclaimer in the documentation and/or other
    32                           ;        materials provided with the distribution.
    33                           ; 
    34                           ;     3. Microchip's name may not be used to endorse or promote products derived from th
      +                          is
    35                           ;        software without specific prior written permission.
    36                           ; 
    37                           ; THIS SOFTWARE IS PROVIDED BY MICROCHIP "AS IS" AND ANY EXPRESS OR IMPLIED WARRANTIES,
    38                           ; INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS F
      +                          OR
    39                           ; PURPOSE ARE DISCLAIMED.  IN NO EVENT SHALL MICROCHIP BE LIABLE FOR ANY DIRECT, INDIREC
      +                          T,
    40                           ; INCIDENTAL, SPECIAL, EXEMPLARY, OR CONSEQUENTIAL DAMAGES (INCLUDING BUT NOT LIMITED TO
    41                           ; PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES; LOSS OF USE, DATA OR PROFITS; OR BUSINESS
    42                           ; INTERRUPTION) HOWSOEVER CAUSED AND ON ANY THEORY OF LIABILITY, WHETHER IN CONTRACT, ST
      +                          RICT
    43                           ; LIABILITY, OR TORT (INCLUDING NEGLIGENCE OR OTHERWISE) ARISING IN ANY WAY OUT OF THE U
      +                          SE OF
    44                           ; THIS SOFTWARE, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.
    45                           ; 
    46                           ; 
    47                           ; Code-generator required, PIC16F887 Definitions
    48                           ; 
    49                           ; SFR Addresses
    50  0000                     	;# 
   178  0093                     	;# 
   179  0094                     	;# 
   180  0095                     	;# 
   181  0096                     	;# 
   182  0097                     	;# 
   183  0098                     	;# 
   184  0099                     	;# 
   185  009A                     	;# 
   186  009B                     	;# 
   187  009C                     	;# 
   188  009D                     	;# 
   189  009E                     	;# 
   190  009F                     	;# 
   191  0105                     	;# 
   192  0107                     	;# 
   193  0108                     	;# 
   194  0109                     	;# 
   195  010C                     	;# 
   196  010C                     	;# 
   197  010D                     	;# 
   198  010E                     	;# 
   199  010F                     	;# 
   200  0185                     	;# 
   201  0187                     	;# 
   202  0188                     	;# 
   203  0189                     	;# 
   204  018C                     	;# 
   205  018D                     	;# 
   206  0000                     	;# 
   207  0001                     	;# 
   208  0002                     	;# 
   209  0003                     	;# 
   210  0004                     	;# 
   211  0005                     	;# 
   212  0006                     	;# 
   213  0007                     	;# 
   214  0008                     	;# 
   215  0009                     	;# 
   216  000A                     	;# 
   217  000B                     	;# 
   218  000C                     	;# 
   219  000D                     	;# 
   220  000E                     	;# 
   221  000E                     	;# 
   222  000F                     	;# 
   223  0010                     	;# 
   224  0011                     	;# 
   225  0012                     	;# 
   226  0013                     	;# 
   227  0014                     	;# 
   228  0015                     	;# 
   229  0015                     	;# 
   230  0016                     	;# 
   231  0017                     	;# 
   232  0018                     	;# 
   233  0019                     	;# 
   234  001A                     	;# 
   235  001B                     	;# 
   236  001B                     	;# 
   237  001C                     	;# 
   238  001D                     	;# 
   239  001E                     	;# 
   240  001F                     	;# 
   241  0081                     	;# 
   242  0085                     	;# 
   243  0086                     	;# 
   244  0087                     	;# 
   245  0088                     	;# 
   246  0089                     	;# 
   247  008C                     	;# 
   248  008D                     	;# 
   249  008E                     	;# 
   250  008F                     	;# 
   251  0090                     	;# 
   252  0091                     	;# 
   253  0092                     	;# 
   254  0093                     	;# 
   255  0093                     	;# 
   256  0093                     	;# 
   257  0094                     	;# 
   258  0095                     	;# 
   259  0096                     	;# 
   260  0097                     	;# 
   261  0098                     	;# 
   262  0099                     	;# 
   263  009A                     	;# 
   264  009B                     	;# 
   265  009C                     	;# 
   266  009D                     	;# 
   267  009E                     	;# 
   268  009F                     	;# 
   269  0105                     	;# 
   270  0107                     	;# 
   271  0108                     	;# 
   272  0109                     	;# 
   273  010C                     	;# 
   274  010C                     	;# 
   275  010D                     	;# 
   276  010E                     	;# 
   277  010F                     	;# 
   278  0185                     	;# 
   279  0187                     	;# 
   280  0188                     	;# 
   281  0189                     	;# 
   282  018C                     	;# 
   283  018D                     	;# 
   284  0009                     _PORTE	set	9
   285  0008                     _PORTD	set	8
   286  0007                     _PORTC	set	7
   287  0005                     _PORTA	set	5
   288  001E                     _ADRESH	set	30
   289  0014                     _SSPCON	set	20
   290  0006                     _PORTB	set	6
   291  001F                     _ADCON0bits	set	31
   292  0013                     _SSPBUF	set	19
   293  0014                     _SSPCONbits	set	20
   294  000C                     _PIR1bits	set	12
   295  0063                     _SSPIF	set	99
   296  005E                     _PEIE	set	94
   297  005F                     _GIE	set	95
   298  0089                     _TRISE	set	137
   299  0088                     _TRISD	set	136
   300  0087                     _TRISC	set	135
   301  0086                     _TRISB	set	134
   302  0085                     _TRISA	set	133
   303  009F                     _ADCON1bits	set	159
   304  0087                     _TRISCbits	set	135
   305  0091                     _SSPCON2	set	145
   306  0094                     _SSPSTAT	set	148
   307  0093                     _SSPADD	set	147
   308  008F                     _OSCCONbits	set	143
   309  0094                     _SSPSTATbits	set	148
   310  0463                     _SSPIE	set	1123
   311  04A0                     _BF	set	1184
   312  0189                     _ANSELH	set	393
   313  0188                     _ANSEL	set	392
   314                           
   315                           ; #config settings
   316  0000                     
   317                           	psect	cinit
   318  000F                     start_initialization:	
   319  000F                     __initialization:	
   320                           
   321                           ; Clear objects allocated to COMMON
   322  000F  01F6               	clrf	__pbssCOMMON& (0+127)
   323  0010  01F7               	clrf	(__pbssCOMMON+1)& (0+127)
   324  0011  01F8               	clrf	(__pbssCOMMON+2)& (0+127)
   325  0012  01F9               	clrf	(__pbssCOMMON+3)& (0+127)
   326  0013                     end_of_initialization:	
   327                           ;End of C runtime variable initialization code
   328                           
   329  0013                     __end_of__initialization:	
   330  0013  0183               	clrf	3
   331  0014  120A  118A  287A   	ljmp	_main	;jump to C main() function
   332                           
   333                           	psect	bssCOMMON
   334  0076                     __pbssCOMMON:	
   335  0076                     _dato:	
   336  0076                     	ds	1
   337  0077                     _z:	
   338  0077                     	ds	1
   339  0078                     _desecho:	
   340  0078                     	ds	1
   341  0079                     _valana:	
   342  0079                     	ds	1
   343                           
   344                           	psect	cstackCOMMON
   345  0070                     __pcstackCOMMON:	
   346  0070                     ?_adcInit:	
   347  0070                     ?_setup:	
   348                           ; 1 bytes @ 0x0
   349                           
   350  0070                     ?_print:	
   351                           ; 1 bytes @ 0x0
   352                           
   353  0070                     ?_I2C_Slave_Init:	
   354                           ; 1 bytes @ 0x0
   355                           
   356  0070                     ?_isr:	
   357                           ; 1 bytes @ 0x0
   358                           
   359  0070                     ??_isr:	
   360                           ; 1 bytes @ 0x0
   361                           
   362  0070                     ?_main:	
   363                           ; 1 bytes @ 0x0
   364                           
   365                           
   366                           ; 1 bytes @ 0x0
   367  0070                     	ds	3
   368  0073                     ??_adcInit:	
   369  0073                     ??_setup:	
   370                           ; 1 bytes @ 0x3
   371                           
   372  0073                     ??_print:	
   373                           ; 1 bytes @ 0x3
   374                           
   375  0073                     ??_I2C_Slave_Init:	
   376                           ; 1 bytes @ 0x3
   377                           
   378  0073                     I2C_Slave_Init@address:	
   379                           ; 1 bytes @ 0x3
   380                           
   381                           
   382                           ; 1 bytes @ 0x3
   383  0073                     	ds	2
   384  0075                     ??_main:	
   385                           
   386                           ; 1 bytes @ 0x5
   387  0075                     	ds	1
   388                           
   389                           	psect	maintext
   390  007A                     __pmaintext:	
   391 ;;
   392 ;;Main: autosize = 0, tempsize = 1, incstack = 0, save=0
   393 ;;
   394 ;; *************** function _main *****************
   395 ;; Defined at:
   396 ;;		line 78 in file "Laboratorio_5_Slave_1.c"
   397 ;; Parameters:    Size  Location     Type
   398 ;;		None
   399 ;; Auto vars:     Size  Location     Type
   400 ;;		None
   401 ;; Return value:  Size  Location     Type
   402 ;;                  1    wreg      void 
   403 ;; Registers used:
   404 ;;		wreg, status,2, status,0, pclath, cstack
   405 ;; Tracked objects:
   406 ;;		On entry : B00/0
   407 ;;		On exit  : 0/0
   408 ;;		Unchanged: 0/0
   409 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   410 ;;      Params:         0       0       0       0       0
   411 ;;      Locals:         0       0       0       0       0
   412 ;;      Temps:          1       0       0       0       0
   413 ;;      Totals:         1       0       0       0       0
   414 ;;Total ram usage:        1 bytes
   415 ;; Hardware stack levels required when called:    2
   416 ;; This function calls:
   417 ;;		_I2C_Slave_Init
   418 ;;		_adcInit
   419 ;;		_print
   420 ;;		_setup
   421 ;; This function is called by:
   422 ;;		Startup code after reset
   423 ;; This function uses a non-reentrant model
   424 ;;
   425                           
   426                           
   427                           ;psect for function _main
   428  007A                     _main:	
   429  007A                     l801:	
   430                           ;incstack = 0
   431                           ; Regs used in _main: [wreg+status,2+status,0+pclath+cstack]
   432                           
   433                           
   434                           ;Laboratorio_5_Slave_1.c: 79:     OSCCONbits.IRCF =0b110;
   435  007A  1683               	bsf	3,5	;RP0=1, select bank1
   436  007B  1303               	bcf	3,6	;RP1=0, select bank1
   437  007C  080F               	movf	15,w	;volatile
   438  007D  398F               	andlw	-113
   439  007E  3860               	iorlw	96
   440  007F  008F               	movwf	15	;volatile
   441  0080                     l803:	
   442                           
   443                           ;Laboratorio_5_Slave_1.c: 80:     OSCCONbits.OSTS= 0;
   444  0080  118F               	bcf	15,3	;volatile
   445  0081                     l805:	
   446                           
   447                           ;Laboratorio_5_Slave_1.c: 81:     OSCCONbits.HTS = 0;
   448  0081  110F               	bcf	15,2	;volatile
   449  0082                     l807:	
   450                           
   451                           ;Laboratorio_5_Slave_1.c: 82:     OSCCONbits.LTS = 0;
   452  0082  108F               	bcf	15,1	;volatile
   453  0083                     l809:	
   454                           
   455                           ;Laboratorio_5_Slave_1.c: 83:     OSCCONbits.SCS = 1;
   456  0083  140F               	bsf	15,0	;volatile
   457  0084                     l811:	
   458                           
   459                           ;Laboratorio_5_Slave_1.c: 85:     adcInit ();
   460  0084  120A  118A  20FA  120A  118A  	fcall	_adcInit
   461  0089                     l813:	
   462                           
   463                           ;Laboratorio_5_Slave_1.c: 86:     setup();
   464  0089  120A  118A  20E4  120A  118A  	fcall	_setup
   465  008E                     l815:	
   466                           
   467                           ;Laboratorio_5_Slave_1.c: 94:         ADCON0bits.CHS = 0;
   468  008E  30C3               	movlw	-61
   469  008F  1283               	bcf	3,5	;RP0=0, select bank0
   470  0090  1303               	bcf	3,6	;RP1=0, select bank0
   471  0091  059F               	andwf	31,f	;volatile
   472                           
   473                           ;Laboratorio_5_Slave_1.c: 95:         _delay((unsigned long)((1)*(4000000/4000.0)));
   474  0092  30C7               	movlw	199
   475  0093  00F5               	movwf	??_main
   476  0094                     u117:	
   477  0094  2895               	nop2
   478  0095  0BF5               	decfsz	??_main,f
   479  0096  2894               	goto	u117
   480  0097  2898               	nop2
   481  0098  2899               	nop2
   482  0099                     l817:	
   483                           
   484                           ;Laboratorio_5_Slave_1.c: 96:         print();
   485  0099  120A  118A  20AC  120A  118A  	fcall	_print
   486  009E                     l819:	
   487                           
   488                           ;Laboratorio_5_Slave_1.c: 98:         PORTB = valana;
   489  009E  0879               	movf	_valana,w
   490  009F  1283               	bcf	3,5	;RP0=0, select bank0
   491  00A0  1303               	bcf	3,6	;RP1=0, select bank0
   492  00A1  0086               	movwf	6	;volatile
   493                           
   494                           ;Laboratorio_5_Slave_1.c: 99:         I2C_Slave_Init(0x30);
   495  00A2  3030               	movlw	48
   496  00A3  120A  118A  20CA  120A  118A  	fcall	_I2C_Slave_Init
   497  00A8  288E               	goto	l815
   498  00A9  120A  118A  280C   	ljmp	start
   499  00AC                     __end_of_main:	
   500                           
   501                           	psect	text1
   502  00E4                     __ptext1:	
   503 ;; *************** function _setup *****************
   504 ;; Defined at:
   505 ;;		line 43 in file "Labor5_Slave1.c"
   506 ;; Parameters:    Size  Location     Type
   507 ;;		None
   508 ;; Auto vars:     Size  Location     Type
   509 ;;		None
   510 ;; Return value:  Size  Location     Type
   511 ;;                  1    wreg      void 
   512 ;; Registers used:
   513 ;;		wreg, status,2
   514 ;; Tracked objects:
   515 ;;		On entry : 0/0
   516 ;;		On exit  : 0/0
   517 ;;		Unchanged: 0/0
   518 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   519 ;;      Params:         0       0       0       0       0
   520 ;;      Locals:         0       0       0       0       0
   521 ;;      Temps:          0       0       0       0       0
   522 ;;      Totals:         0       0       0       0       0
   523 ;;Total ram usage:        0 bytes
   524 ;; Hardware stack levels used:    1
   525 ;; Hardware stack levels required when called:    1
   526 ;; This function calls:
   527 ;;		Nothing
   528 ;; This function is called by:
   529 ;;		_main
   530 ;; This function uses a non-reentrant model
   531 ;;
   532                           
   533                           
   534                           ;psect for function _setup
   535  00E4                     _setup:	
   536  00E4                     l723:	
   537                           ;incstack = 0
   538                           ; Regs used in _setup: [wreg+status,2]
   539                           
   540                           
   541                           ;Labor5_Slave1.c: 44:     ANSEL = 0b00000001;
   542  00E4  3001               	movlw	1
   543  00E5  1683               	bsf	3,5	;RP0=1, select bank3
   544  00E6  1703               	bsf	3,6	;RP1=1, select bank3
   545  00E7  0088               	movwf	8	;volatile
   546  00E8                     l725:	
   547                           
   548                           ;Labor5_Slave1.c: 45:     ANSELH = 0b00000000;
   549  00E8  0189               	clrf	9	;volatile
   550  00E9                     l727:	
   551                           
   552                           ;Labor5_Slave1.c: 47:     TRISA = 0b00000001;
   553  00E9  3001               	movlw	1
   554  00EA  1683               	bsf	3,5	;RP0=1, select bank1
   555  00EB  1303               	bcf	3,6	;RP1=0, select bank1
   556  00EC  0085               	movwf	5	;volatile
   557                           
   558                           ;Labor5_Slave1.c: 48:     TRISB = 0b00000000;
   559  00ED  0186               	clrf	6	;volatile
   560  00EE                     l729:	
   561                           
   562                           ;Labor5_Slave1.c: 49:     TRISC = 0b00011000;
   563  00EE  3018               	movlw	24
   564  00EF  0087               	movwf	7	;volatile
   565  00F0                     l731:	
   566                           
   567                           ;Labor5_Slave1.c: 50:     TRISD = 0b00000000;
   568  00F0  0188               	clrf	8	;volatile
   569  00F1                     l733:	
   570                           
   571                           ;Labor5_Slave1.c: 51:     TRISE = 0b00000000;
   572  00F1  0189               	clrf	9	;volatile
   573  00F2                     l735:	
   574                           
   575                           ;Labor5_Slave1.c: 53:     PORTA = 0b00000000;
   576  00F2  1283               	bcf	3,5	;RP0=0, select bank0
   577  00F3  1303               	bcf	3,6	;RP1=0, select bank0
   578  00F4  0185               	clrf	5	;volatile
   579  00F5                     l737:	
   580                           
   581                           ;Labor5_Slave1.c: 54:     PORTB = 0b00000000;
   582  00F5  0186               	clrf	6	;volatile
   583  00F6                     l739:	
   584                           
   585                           ;Labor5_Slave1.c: 55:     PORTC = 0b00000000;
   586  00F6  0187               	clrf	7	;volatile
   587  00F7                     l741:	
   588                           
   589                           ;Labor5_Slave1.c: 56:     PORTD = 0b00000000;
   590  00F7  0188               	clrf	8	;volatile
   591  00F8                     l743:	
   592                           
   593                           ;Labor5_Slave1.c: 57:     PORTE = 0b00000000;
   594  00F8  0189               	clrf	9	;volatile
   595  00F9                     l129:	
   596  00F9  0008               	return
   597  00FA                     __end_of_setup:	
   598                           
   599                           	psect	text2
   600  00AC                     __ptext2:	
   601 ;; *************** function _print *****************
   602 ;; Defined at:
   603 ;;		line 34 in file "Labor5_Slave1.c"
   604 ;; Parameters:    Size  Location     Type
   605 ;;		None
   606 ;; Auto vars:     Size  Location     Type
   607 ;;		None
   608 ;; Return value:  Size  Location     Type
   609 ;;                  1    wreg      void 
   610 ;; Registers used:
   611 ;;		wreg
   612 ;; Tracked objects:
   613 ;;		On entry : 0/0
   614 ;;		On exit  : 0/0
   615 ;;		Unchanged: 0/0
   616 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   617 ;;      Params:         0       0       0       0       0
   618 ;;      Locals:         0       0       0       0       0
   619 ;;      Temps:          2       0       0       0       0
   620 ;;      Totals:         2       0       0       0       0
   621 ;;Total ram usage:        2 bytes
   622 ;; Hardware stack levels used:    1
   623 ;; Hardware stack levels required when called:    1
   624 ;; This function calls:
   625 ;;		Nothing
   626 ;; This function is called by:
   627 ;;		_main
   628 ;; This function uses a non-reentrant model
   629 ;;
   630                           
   631                           
   632                           ;psect for function _print
   633  00AC                     _print:	
   634  00AC                     l745:	
   635                           ;incstack = 0
   636                           ; Regs used in _print: [wreg]
   637                           
   638                           
   639                           ;Labor5_Slave1.c: 35:         _delay((unsigned long)((10)*(4000000/4000.0)));
   640  00AC  300D               	movlw	13
   641  00AD  00F4               	movwf	??_print+1
   642  00AE  30FB               	movlw	251
   643  00AF  00F3               	movwf	??_print
   644  00B0                     u127:	
   645  00B0  0BF3               	decfsz	??_print,f
   646  00B1  28B0               	goto	u127
   647  00B2  0BF4               	decfsz	??_print+1,f
   648  00B3  28B0               	goto	u127
   649  00B4  28B5               	nop2
   650  00B5                     l747:	
   651                           
   652                           ;Labor5_Slave1.c: 36:         ADCON0bits.GO_DONE=1;
   653  00B5  1283               	bcf	3,5	;RP0=0, select bank0
   654  00B6  1303               	bcf	3,6	;RP1=0, select bank0
   655  00B7  149F               	bsf	31,1	;volatile
   656  00B8                     l123:	
   657                           ;Labor5_Slave1.c: 37:         while(ADCON0bits.GO_DONE);
   658                           
   659  00B8  189F               	btfsc	31,1	;volatile
   660  00B9  28BB               	goto	u11
   661  00BA  28BC               	goto	u10
   662  00BB                     u11:	
   663  00BB  28B8               	goto	l123
   664  00BC                     u10:	
   665  00BC                     l749:	
   666                           
   667                           ;Labor5_Slave1.c: 38:         valana=ADRESH;
   668  00BC  081E               	movf	30,w	;volatile
   669  00BD  00F3               	movwf	??_print
   670  00BE  0873               	movf	??_print,w
   671  00BF  00F9               	movwf	_valana
   672                           
   673                           ;Labor5_Slave1.c: 39:         _delay((unsigned long)((10)*(4000000/4000.0)));
   674  00C0  300D               	movlw	13
   675  00C1  00F4               	movwf	??_print+1
   676  00C2  30FB               	movlw	251
   677  00C3  00F3               	movwf	??_print
   678  00C4                     u137:	
   679  00C4  0BF3               	decfsz	??_print,f
   680  00C5  28C4               	goto	u137
   681  00C6  0BF4               	decfsz	??_print+1,f
   682  00C7  28C4               	goto	u137
   683  00C8  28C9               	nop2
   684  00C9                     l126:	
   685  00C9  0008               	return
   686  00CA                     __end_of_print:	
   687                           
   688                           	psect	text3
   689  00FA                     __ptext3:	
   690 ;; *************** function _adcInit *****************
   691 ;; Defined at:
   692 ;;		line 22 in file "Labor5_Slave1.c"
   693 ;; Parameters:    Size  Location     Type
   694 ;;		None
   695 ;; Auto vars:     Size  Location     Type
   696 ;;		None
   697 ;; Return value:  Size  Location     Type
   698 ;;                  1    wreg      void 
   699 ;; Registers used:
   700 ;;		None
   701 ;; Tracked objects:
   702 ;;		On entry : 0/0
   703 ;;		On exit  : 0/0
   704 ;;		Unchanged: 0/0
   705 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   706 ;;      Params:         0       0       0       0       0
   707 ;;      Locals:         0       0       0       0       0
   708 ;;      Temps:          0       0       0       0       0
   709 ;;      Totals:         0       0       0       0       0
   710 ;;Total ram usage:        0 bytes
   711 ;; Hardware stack levels used:    1
   712 ;; Hardware stack levels required when called:    1
   713 ;; This function calls:
   714 ;;		Nothing
   715 ;; This function is called by:
   716 ;;		_main
   717 ;; This function uses a non-reentrant model
   718 ;;
   719                           
   720                           
   721                           ;psect for function _adcInit
   722  00FA                     _adcInit:	
   723  00FA                     l721:	
   724                           ;incstack = 0
   725                           ; Regs used in _adcInit: []
   726                           
   727                           
   728                           ;Labor5_Slave1.c: 23:     ADCON1bits.ADFM =0;
   729  00FA  1683               	bsf	3,5	;RP0=1, select bank1
   730  00FB  1303               	bcf	3,6	;RP1=0, select bank1
   731  00FC  139F               	bcf	31,7	;volatile
   732                           
   733                           ;Labor5_Slave1.c: 24:     ADCON1bits.VCFG0 =0;
   734  00FD  121F               	bcf	31,4	;volatile
   735                           
   736                           ;Labor5_Slave1.c: 25:     ADCON1bits.VCFG1 =0;
   737  00FE  129F               	bcf	31,5	;volatile
   738                           
   739                           ;Labor5_Slave1.c: 26:     ADCON0bits.ADCS0 =1;
   740  00FF  1283               	bcf	3,5	;RP0=0, select bank0
